Brand,Price,Processor_brand,Threads,RAM_type,Storage_type,Graphics_brand,Graphics_integreted,Touch_screen,Operating_system,Log_Price,GPU_tier,RAM_tier,Storage_tier,Processor_gen_tier,Display_tier,ppi_tier,is_gaming,brand_tier,performance_score,display_quality
7,114990,2,22.0,1,2,3,0,0,5,11.65260044704271,8,2,0,2,0,2,1,2,66.0,6
7,299990,2,32.0,1,2,3,0,0,5,12.611504419749435,8,0,0,2,3,0,1,2,96.0,12
1,134900,1,12.0,0,2,1,0,0,2,11.812289042195848,1,1,2,2,1,4,0,3,36.0,8
1,174900,1,12.0,0,2,1,0,0,2,12.071969661006694,1,2,2,2,0,4,0,3,36.0,12
8,18990,2,2.0,6,2,2,0,0,5,9.85166780380633,4,1,1,2,0,2,0,0,6.0,6
4,105990,2,24.0,1,2,3,0,0,5,11.5711000290213,7,2,0,2,0,0,1,2,72.0,9
9,138990,2,12.0,4,2,2,0,1,5,11.842157267078804,4,2,0,2,0,2,0,3,36.0,6
9,163990,2,22.0,5,2,2,0,1,5,12.007560729337492,4,2,2,2,0,4,0,3,66.0,12
9,114990,2,12.0,4,2,2,0,1,5,11.65260044704271,4,2,2,2,0,2,0,3,36.0,6
3,64990,2,16.0,0,2,2,1,0,5,11.081988690888394,4,2,2,2,0,2,0,2,48.0,6
7,169990,2,22.0,4,2,3,0,0,5,12.043494890772816,8,0,0,2,0,0,1,2,66.0,9
2,139990,2,14.0,5,2,2,1,0,5,11.849326270468872,4,0,0,2,2,3,0,1,42.0,5
7,119990,2,22.0,4,2,2,1,0,5,11.695163684958434,4,2,0,2,0,0,0,2,66.0,9
9,171990,2,22.0,5,2,2,0,1,5,12.055191614570536,4,0,0,2,1,4,0,3,66.0,8
9,149990,2,22.0,5,2,2,0,1,5,11.918323904189403,4,2,2,2,0,4,0,3,66.0,12
2,129990,2,14.0,5,2,2,1,0,5,11.775212803402065,4,2,0,2,2,3,0,1,42.0,5
4,108999,2,14.0,4,2,2,1,1,5,11.59909398685727,4,2,2,2,1,0,0,2,42.0,6
2,30990,2,4.0,0,2,2,1,0,5,10.341419850781794,4,1,1,2,0,2,0,1,12.0,6
4,60799,2,12.0,0,2,2,1,0,5,11.015328620450578,4,2,2,2,0,2,0,2,36.0,6
2,102900,2,18.0,5,2,2,0,1,5,11.54151292182214,4,2,0,2,1,4,0,1,54.0,8
4,54990,2,8.0,0,2,2,1,1,5,10.91490662950186,4,1,2,2,1,0,0,2,24.0,6
0,38249,2,8.0,0,2,2,0,0,5,10.551872695122077,4,2,0,2,0,2,0,1,24.0,6
5,43990,2,12.0,3,2,2,1,0,5,10.691717614342766,4,2,2,2,0,2,0,0,36.0,6
6,54990,2,12.0,4,2,2,1,0,5,10.91490662950186,4,2,2,2,0,2,0,1,36.0,6
6,15990,3,12.0,3,0,4,0,0,0,9.679718805828,2,1,1,2,1,1,0,1,36.0,2
6,102990,2,12.0,1,2,3,0,0,5,11.542387175119847,8,2,2,2,0,2,1,1,36.0,6
2,53990,2,12.0,0,2,3,0,0,5,10.896554123212333,6,1,2,1,3,2,1,1,24.0,8
5,36990,2,8.0,3,2,2,1,0,5,10.5184028848265,4,2,2,2,0,2,0,0,24.0,6
4,24900,0,4.0,0,2,0,0,0,1,10.1226230824528,0,1,2,0,1,1,0,2,4.0,2
8,49990,2,16.0,4,2,2,0,0,5,10.819578264407616,4,2,2,2,1,4,0,0,48.0,8
9,129900,2,12.0,4,2,2,0,1,5,11.77452020265869,4,2,2,2,2,0,0,3,36.0,3
4,50790,2,8.0,0,2,2,0,0,5,10.83545476379529,4,2,2,1,0,2,0,2,16.0,6
4,106590,0,16.0,1,2,3,0,0,5,11.576744977683182,8,2,0,0,0,2,1,2,16.0,6
4,38990,2,8.0,0,2,2,0,0,5,10.571060481976644,4,1,2,2,0,2,0,2,24.0,6
4,103990,0,16.0,1,2,3,0,0,5,11.552050019654278,8,2,0,0,0,2,1,2,16.0,6
0,32490,0,8.0,4,2,0,0,0,5,10.388687628663146,0,1,2,0,0,2,0,1,8.0,6
2,16490,2,12.0,0,2,2,0,0,5,9.710509415553645,4,1,1,2,2,2,0,1,36.0,2
4,33690,2,8.0,0,2,2,1,0,5,10.424956336400598,4,1,2,2,0,1,0,2,24.0,3
0,60999,2,12.0,0,2,3,0,0,5,11.018612749578452,6,2,2,2,0,2,1,1,36.0,6
8,40990,2,12.0,0,2,2,1,0,5,10.621083413498384,4,2,2,2,0,2,0,0,36.0,6
2,81990,0,16.0,1,2,3,0,0,5,11.314352567590223,7,2,2,0,3,2,1,1,16.0,8
4,59990,2,12.0,0,2,3,0,0,5,11.00193316064714,6,1,2,2,0,2,1,2,36.0,6
8,27990,2,8.0,2,2,2,1,1,5,10.2396025825095,4,2,2,2,1,4,0,0,24.0,8
6,94190,0,16.0,1,2,0,0,1,5,11.453069297816862,0,2,0,0,1,4,0,1,16.0,8
4,54990,0,12.0,1,2,3,0,0,5,10.91490662950186,6,1,2,0,0,2,1,2,12.0,6
4,34990,2,8.0,0,2,2,1,0,5,10.462817585361734,4,1,2,2,0,1,0,2,24.0,3
0,29990,0,12.0,0,2,0,0,0,5,10.308619271743057,0,1,2,0,1,1,0,1,12.0,2
5,29990,2,8.0,3,2,2,1,0,5,10.308619271743057,4,1,2,2,1,0,0,0,24.0,6
2,89650,2,20.0,1,2,3,0,0,5,11.40366847903328,7,2,0,2,0,2,1,1,60.0,6
4,70490,2,12.0,0,2,2,1,0,5,11.16322613476792,4,2,0,2,0,2,0,2,36.0,6
7,110990,2,16.0,1,2,3,0,0,5,11.617195386146026,8,2,0,2,3,2,1,2,48.0,8
7,97990,2,16.0,0,2,3,0,0,5,11.492620711629865,8,2,2,2,0,2,1,2,48.0,6
7,45990,2,12.0,0,2,3,0,0,5,10.73617926053397,3,2,2,1,0,2,1,2,24.0,6
6,104990,2,12.0,1,2,3,0,0,5,11.561620386508986,8,2,2,2,0,2,1,1,36.0,6
4,113090,0,16.0,1,2,3,0,0,5,11.635939240865373,8,2,2,0,0,2,1,2,16.0,6
2,73990,2,16.0,1,2,3,0,0,5,11.211685227919595,7,2,2,2,3,2,1,1,48.0,8
2,82500,2,16.0,0,2,3,0,0,5,11.320553572322773,6,2,0,2,1,4,1,1,48.0,8
2,101200,0,16.0,1,2,3,0,0,5,11.524854035835505,7,2,2,0,1,4,1,1,16.0,8
2,89990,2,12.0,0,2,3,0,0,5,11.407453832027992,8,2,2,2,0,2,1,1,36.0,6
7,51990,2,12.0,0,2,3,0,0,5,10.858806671377762,7,2,2,1,0,2,1,2,24.0,6
6,26990,0,8.0,0,2,0,0,0,5,10.20322170601205,0,1,2,0,0,2,0,1,8.0,6
1,131590,1,12.0,0,2,1,0,0,2,11.787446307144188,1,1,2,2,0,4,0,3,36.0,12
3,51915,2,12.0,0,2,2,0,0,5,10.857363044737554,4,2,2,2,0,2,0,2,36.0,6
4,62842,2,12.0,0,2,2,0,0,5,11.048378918724966,4,2,2,2,0,2,0,2,36.0,6
4,69490,2,16.0,0,2,2,1,0,5,11.148938136308374,4,2,2,2,0,2,0,2,48.0,6
2,114000,0,16.0,1,2,0,0,0,5,11.643953727376632,0,2,0,0,0,2,0,1,16.0,6
2,122990,2,16.0,1,2,3,0,0,5,11.719858330236455,8,2,2,2,0,4,1,1,48.0,12
7,57990,2,16.0,0,1,3,0,0,5,10.968025860870489,3,2,0,1,0,2,1,2,32.0,6
2,99990,2,16.0,0,2,3,0,0,5,11.512825459969894,7,2,2,2,1,4,1,1,48.0,8
0,99990,2,20.0,1,2,3,0,0,5,11.512825459969894,8,2,2,2,0,2,1,1,60.0,6
2,64990,2,16.0,0,2,2,1,0,5,11.081988690888394,4,2,2,2,0,2,0,1,48.0,6
1,113690,1,12.0,0,2,1,0,0,2,11.641230725123153,1,1,1,2,0,4,0,3,36.0,12
5,22990,2,4.0,3,2,2,1,0,5,10.042814617757228,4,1,2,1,0,2,0,0,8.0,6
4,38099,2,8.0,0,2,2,1,0,5,10.547943314051182,4,1,2,2,1,0,0,2,24.0,6
7,33990,0,12.0,0,2,0,0,0,5,10.433821642690162,0,1,2,0,1,0,0,2,12.0,6
7,31030,2,8.0,0,2,2,1,0,5,10.342709757442426,4,1,2,2,1,0,0,2,24.0,6
2,35990,0,8.0,4,2,0,0,0,5,10.490996401073076,0,1,2,0,0,2,0,1,8.0,6
9,64990,2,12.0,3,2,2,0,0,5,11.081988690888394,4,1,2,2,0,2,0,3,36.0,6
9,81990,2,12.0,3,2,2,0,0,5,11.314352567590223,4,2,2,2,0,2,0,3,36.0,6
4,65990,0,16.0,0,2,3,0,0,5,11.097258494377469,7,2,2,0,0,2,1,2,16.0,6
9,117990,2,16.0,3,2,2,0,1,5,11.678355154093964,4,2,2,2,0,2,0,3,48.0,6
3,34980,2,8.0,0,2,2,0,0,5,10.462531748572593,4,1,2,2,0,2,0,2,24.0,6
2,40689,2,12.0,0,2,2,0,0,5,10.613713064630824,4,1,2,2,0,2,0,1,36.0,6
4,60300,0,12.0,0,2,3,0,0,5,11.007087382715277,7,1,2,0,0,2,1,2,12.0,6
4,17990,2,2.0,2,0,2,1,1,0,9.79757132694458,4,1,1,2,1,1,0,2,6.0,2
6,18990,0,2.0,0,2,0,0,0,5,9.85166780380633,0,1,1,2,1,0,0,1,6.0,6
3,45390,0,12.0,0,2,0,0,0,5,10.72304709545051,0,1,2,0,0,2,0,2,12.0,6
4,56990,0,12.0,0,2,3,0,0,5,10.950631092829044,7,1,2,0,0,2,1,2,12.0,6
2,96000,2,16.0,1,2,3,0,0,5,11.472103470449971,7,2,0,2,0,2,1,1,48.0,6
6,58990,2,12.0,0,2,2,0,0,5,10.98512321699712,4,2,2,2,0,2,0,1,36.0,6
4,46938,2,4.0,0,1,2,1,0,5,10.756582860913136,4,1,0,1,0,2,0,2,8.0,6
3,33994,0,8.0,0,2,0,0,0,5,10.433939317437297,0,1,2,0,0,2,0,2,8.0,6
4,48890,0,12.0,0,2,3,0,0,5,10.797328155572693,3,1,2,0,0,2,1,2,12.0,6
2,72000,0,16.0,1,2,3,0,0,5,11.184421397998191,7,2,2,0,0,2,1,1,16.0,6
1,119990,1,12.0,0,2,1,0,0,2,11.695163684958434,1,1,1,2,2,4,0,3,36.0,4
2,21790,2,2.0,0,2,2,0,0,5,9.989206427938663,4,1,1,2,0,1,0,1,6.0,3
3,47999,2,8.0,0,2,2,0,0,3,10.778935456339678,4,1,2,1,1,1,0,2,16.0,2
4,146990,2,12.0,3,2,2,0,1,5,11.898119836236033,4,0,0,2,1,3,0,2,36.0,10
4,174999,2,22.0,5,2,3,0,0,5,12.07253553860361,8,2,0,2,1,4,1,2,66.0,8
4,120490,2,12.0,4,2,3,0,1,5,11.699322040917322,7,2,2,2,0,2,1,2,36.0,6
6,42990,2,8.0,0,2,2,1,0,5,10.668722809490328,4,1,2,2,0,2,0,1,24.0,6
4,41990,0,8.0,4,2,0,0,0,5,10.64518677367824,0,1,2,0,0,2,0,2,8.0,6
8,56990,2,12.0,3,2,2,0,0,5,10.950631092829044,4,2,2,2,1,0,0,0,36.0,6
7,229990,2,22.0,1,2,3,0,0,5,12.345791108699256,8,0,0,2,0,4,1,2,66.0,12
7,107990,2,22.0,1,2,3,0,0,5,11.589793909226806,8,2,0,2,0,2,1,2,66.0,6
7,99990,2,18.0,1,2,3,0,0,5,11.512825459969894,8,2,0,2,0,2,1,2,54.0,6
7,249990,2,22.0,1,2,3,0,0,5,12.429176196044365,8,0,0,2,0,0,1,2,66.0,9
7,189990,2,22.0,4,2,3,0,0,5,12.154726718178583,8,0,0,2,0,0,1,2,66.0,9
9,122990,2,12.0,4,2,2,0,1,5,11.719858330236455,4,2,2,2,0,2,0,3,36.0,6
9,179990,2,22.0,5,2,2,0,1,5,12.100656572773524,4,2,0,2,0,4,0,3,66.0,12
7,114990,2,22.0,4,2,2,0,0,5,11.65260044704271,4,2,0,2,2,3,0,2,66.0,5
7,159990,2,22.0,4,2,3,0,0,5,11.982866592262758,8,0,0,2,0,0,1,2,66.0,9
9,139990,2,22.0,5,2,2,0,1,5,11.849326270468872,4,2,2,2,1,4,0,3,66.0,8
9,131990,2,18.0,5,2,2,0,1,5,11.790481441123,4,2,2,2,1,4,0,3,54.0,8
9,141990,2,18.0,5,2,2,0,1,5,11.863511911568404,4,2,2,2,0,4,0,3,54.0,12
9,181990,2,22.0,5,2,2,0,1,5,12.111707019494451,4,0,0,2,0,4,0,3,66.0,12
6,79999,0,16.0,0,2,0,0,0,4,11.289769413577892,5,2,2,0,1,0,0,1,16.0,6
2,289990,2,32.0,1,2,3,0,0,5,12.577601718609491,8,0,0,2,0,0,1,1,96.0,9
4,60517,0,16.0,0,2,0,0,0,5,11.010679596283689,0,2,0,0,0,2,0,2,16.0,6
0,83990,2,18.0,5,2,2,1,0,5,11.338453023119673,4,2,2,2,1,0,0,1,54.0,6
4,195990,2,22.0,5,2,3,0,1,5,12.185818916502903,8,0,0,2,0,4,1,2,66.0,12
4,115999,0,16.0,1,2,3,0,0,5,11.661336849361687,8,2,0,0,0,2,1,2,16.0,6
3,102099,2,12.0,1,2,3,0,0,5,11.533698209785497,7,2,0,2,0,2,1,2,36.0,6
6,84990,2,16.0,1,2,3,0,0,5,11.350288881492672,7,2,2,2,0,2,1,1,48.0,6
6,43990,2,8.0,1,2,2,0,0,5,10.691717614342766,4,1,2,2,1,0,0,1,24.0,6
4,48790,2,12.0,0,2,2,0,0,5,10.795280652809884,4,1,2,2,0,2,0,2,36.0,6
6,59990,2,12.0,1,2,2,1,0,5,11.00193316064714,4,1,2,2,0,2,0,1,36.0,6
6,52990,0,12.0,0,2,0,0,0,5,10.877858495486809,0,2,2,0,0,2,0,1,12.0,6
4,174490,2,22.0,5,2,2,0,1,5,12.069622712392276,4,0,0,2,0,4,0,2,66.0,12
4,53799,2,12.0,0,2,2,0,0,5,10.893010158616534,4,2,2,2,0,2,0,2,36.0,6
4,176499,2,28.0,1,2,3,0,0,5,12.081070489617058,8,2,0,2,0,2,1,2,84.0,6
8,20990,2,4.0,4,2,2,1,0,5,9.951801412814678,4,1,1,2,1,0,0,0,12.0,6
2,43990,2,8.0,0,2,2,1,0,5,10.691717614342766,4,2,2,1,1,0,0,1,16.0,6
8,15990,2,2.0,0,2,2,1,0,5,9.679718805828,4,1,1,2,1,1,0,0,6.0,2
6,59490,2,12.0,4,2,2,1,0,5,10.993563510181952,4,2,2,2,0,2,0,1,36.0,6
3,81990,2,16.0,1,2,3,0,0,5,11.314352567590223,7,2,0,2,0,2,1,2,48.0,6
3,187490,2,32.0,1,2,3,0,0,5,12.141480789636995,8,2,0,2,0,0,1,2,96.0,9
6,53490,2,12.0,4,2,2,1,0,5,10.887249999525295,4,2,2,2,0,2,0,1,36.0,6
6,40490,0,12.0,0,2,0,0,0,5,10.608810309026207,0,2,2,0,0,2,0,1,12.0,6
0,35999,2,6.0,4,2,2,0,0,5,10.49124643927466,4,1,2,2,0,2,0,1,18.0,6
6,87190,2,20.0,4,2,2,0,0,5,11.37584492442186,4,2,0,2,0,0,0,1,60.0,9
3,57990,2,8.0,4,2,2,0,1,5,10.968025860870489,4,1,2,2,1,0,0,2,24.0,6
6,64990,2,12.0,4,2,2,1,0,5,11.081988690888394,4,2,0,2,1,0,0,1,36.0,6
6,74190,2,12.0,4,2,2,1,0,5,11.214384649183572,4,2,0,2,1,0,0,1,36.0,6
8,14999,3,12.0,2,0,4,0,0,3,9.61573881119536,2,1,1,2,2,2,0,0,36.0,2
0,31990,2,8.0,4,2,2,0,0,5,10.373178632943564,4,1,2,2,0,2,0,1,24.0,6
0,45100,2,12.0,0,2,2,0,0,5,10.71663752549077,4,2,2,2,0,2,0,1,36.0,6
1,230590,1,12.0,0,2,1,0,0,2,12.34839652074237,1,0,2,2,0,3,0,3,36.0,15
1,176490,1,12.0,0,2,1,0,0,2,12.081019496526611,1,1,0,2,1,3,0,3,36.0,10
1,289690,1,12.0,0,2,1,0,0,2,12.576566664694283,1,0,0,2,1,3,0,3,36.0,10
1,224990,1,12.0,0,2,1,0,0,2,12.323811235754428,1,0,0,2,1,3,0,3,36.0,10
2,16990,2,2.0,3,0,2,1,0,0,9.740380214665976,4,1,1,2,0,2,0,1,6.0,6
6,58900,0,12.0,1,2,3,0,0,5,10.983596369639676,6,1,2,0,0,2,1,1,12.0,6
3,36990,2,8.0,0,2,2,1,0,5,10.5184028848265,4,1,2,2,0,2,0,2,24.0,6
6,50390,0,8.0,0,2,3,0,0,5,10.827548021674644,6,1,2,0,0,2,1,1,8.0,6
4,94490,2,16.0,0,2,3,0,0,5,11.456249287776672,8,2,2,2,0,2,1,2,48.0,6
8,78890,2,12.0,4,2,2,0,1,5,11.275809756089137,4,1,1,2,2,2,0,0,36.0,2
4,58999,2,12.0,0,2,3,0,0,5,10.985275773591676,6,1,2,2,0,2,1,2,36.0,6
4,50990,0,16.0,0,2,0,0,0,5,10.839384814049202,0,2,2,0,0,2,0,2,16.0,6
2,79990,0,16.0,0,2,3,0,0,5,11.289656905842868,7,2,0,0,0,2,1,1,16.0,6
2,47990,0,8.0,4,2,0,0,0,5,10.77874793485229,0,2,2,0,1,0,0,1,8.0,6
2,43990,2,8.0,0,2,2,1,0,5,10.691717614342766,4,2,2,2,0,2,0,1,24.0,6
7,44990,2,12.0,0,2,3,0,0,5,10.71419552183522,3,2,2,1,0,2,1,2,24.0,6
6,132190,0,16.0,1,2,3,0,0,5,11.791995560573444,8,2,0,0,0,0,1,1,16.0,9
6,32290,0,8.0,4,2,0,0,0,5,10.38251286375232,0,1,2,0,0,2,0,1,8.0,6
2,75000,2,12.0,0,2,3,0,0,5,11.225243392518449,8,2,2,2,0,2,1,1,36.0,6
2,104990,2,16.0,0,2,3,0,0,5,11.561620386508986,8,2,2,2,0,2,1,1,48.0,6
6,66990,0,16.0,0,2,3,0,0,5,11.112298633502313,7,1,2,0,0,2,1,1,16.0,6
6,91190,2,16.0,4,2,2,1,1,5,11.420700520927712,4,2,0,2,1,4,0,1,48.0,8
2,27990,2,2.0,0,2,2,1,0,5,10.2396025825095,4,1,1,2,1,0,0,1,6.0,6
4,339999,2,32.0,1,2,3,0,0,5,12.736697955411548,8,0,0,2,3,0,1,2,96.0,12
6,48490,0,8.0,0,2,3,0,0,5,10.789112870099398,6,1,2,0,0,2,1,1,8.0,6
8,12990,3,12.0,2,0,4,0,0,3,9.471935109664646,2,1,1,2,2,2,0,0,36.0,2
0,19990,2,2.0,0,2,2,1,0,5,9.902987427494446,4,1,1,2,2,2,0,1,6.0,2
2,71990,2,16.0,1,2,3,0,0,5,11.184282499463349,7,1,2,2,3,2,1,1,48.0,8
6,80990,2,16.0,5,2,2,1,0,5,11.302080969243036,4,2,0,2,1,0,0,1,48.0,6
0,17990,2,2.0,0,2,2,1,0,5,9.79757132694458,4,1,1,2,2,2,0,1,6.0,2
4,34999,2,8.0,0,2,2,1,0,5,10.463074768634808,4,1,2,2,0,2,0,2,24.0,6
6,139190,2,16.0,1,2,3,0,0,5,11.843595185221446,8,2,0,2,0,0,1,1,48.0,9
4,66990,2,12.0,0,2,2,1,0,5,11.112298633502313,4,2,0,2,1,0,0,2,36.0,6
0,47990,2,8.0,0,2,2,1,0,5,10.77874793485229,4,2,0,1,1,0,0,1,16.0,6
6,61712,0,12.0,0,2,3,0,0,5,11.03023368044801,7,1,2,0,0,2,1,1,12.0,6
7,79990,0,16.0,1,2,0,0,0,5,11.289656905842868,0,2,2,0,0,2,0,2,16.0,6
4,27990,2,2.0,0,2,2,0,0,5,10.2396025825095,4,1,2,2,1,1,0,2,6.0,2
8,13990,3,12.0,2,0,4,0,0,3,9.546098067659528,2,1,1,2,2,2,0,0,36.0,2
2,95689,2,20.0,0,2,2,1,0,5,11.468858628305911,4,2,0,2,0,2,0,1,60.0,6
2,72300,0,16.0,0,2,0,0,1,5,11.188579408146856,0,2,0,0,1,0,0,1,16.0,6
6,63889,0,12.0,0,2,3,0,0,5,11.06490248157219,7,2,2,0,0,2,1,1,12.0,6
6,46490,0,8.0,0,2,3,0,0,5,10.74699251468463,6,1,2,0,0,2,1,1,8.0,6
3,42990,2,8.0,0,2,2,0,0,5,10.668722809490328,4,1,2,1,0,2,0,2,16.0,6
3,55600,2,12.0,0,2,2,1,0,5,10.925938480238674,4,1,2,2,0,2,0,2,36.0,6
2,94990,2,16.0,1,2,3,0,0,5,11.461526901884229,7,2,0,2,0,2,1,1,48.0,6
3,36990,0,12.0,0,2,0,0,0,5,10.5184028848265,0,1,2,0,0,2,0,2,12.0,6
5,36990,2,8.0,3,2,2,1,0,5,10.5184028848265,4,2,0,1,1,0,0,0,16.0,6
4,50490,0,12.0,0,2,0,0,0,5,10.829530575852962,0,1,2,0,0,2,0,2,12.0,6
4,97000,2,16.0,0,2,3,0,0,5,11.48246625748552,8,2,2,2,0,2,1,2,48.0,6
2,41990,2,8.0,0,2,2,1,0,5,10.64518677367824,4,2,2,2,0,2,0,1,24.0,6
4,72490,2,12.0,0,2,2,1,0,5,11.191203900294925,4,2,0,2,0,2,0,2,36.0,6
4,28990,2,2.0,0,2,2,1,0,5,10.274706221915702,4,1,2,2,0,1,0,2,6.0,3
2,72990,0,16.0,4,2,3,0,0,5,11.198077724445678,7,2,2,0,0,2,1,1,16.0,6
6,62190,2,12.0,4,2,2,0,0,5,11.037949494097935,4,2,2,2,0,2,0,1,36.0,6
4,23999,0,4.0,0,2,0,0,0,1,10.085767441795335,0,1,2,0,0,1,0,2,4.0,3
6,37990,2,8.0,0,2,2,0,0,5,10.54507824618167,4,1,2,2,0,2,0,1,24.0,6
4,44800,0,12.0,0,2,0,0,0,5,10.709963418403076,0,2,2,0,0,2,0,2,12.0,6
