Brand,Price,Processor_brand,Threads,RAM_type,Storage_type,Graphics_brand,Graphics_integreted,Touch_screen,Operating_system,Log_Price,GPU_tier,RAM_tier,Storage_tier,Processor_gen_tier,Display_tier,ppi_tier,is_gaming,brand_tier,performance_score,display_quality
7,79990,2,20.0,0,2,2,1,0,5,11.289656905842868,4,2,0,2,0,2,0,2,60.0,6
7,59990,2,12.0,0,2,2,1,0,5,11.00193316064714,4,2,2,2,0,2,0,2,36.0,6
8,21990,2,4.0,4,2,2,1,0,5,9.998343083548807,4,1,1,2,0,2,0,0,12.0,6
7,199990,2,22.0,1,2,3,0,0,5,12.206022644280132,8,0,0,2,0,0,1,2,66.0,9
7,58990,2,12.0,0,2,2,1,0,5,10.98512321699712,4,2,2,2,1,0,0,2,36.0,6
6,73882,2,12.0,1,2,3,0,0,5,11.21022450487259,6,2,2,2,0,2,1,1,36.0,6
7,78990,2,20.0,0,2,2,1,0,5,11.277076541158465,4,2,0,2,1,0,0,2,60.0,6
7,68990,2,16.0,0,2,2,1,0,5,11.141716845540154,4,2,0,2,1,0,0,2,48.0,6
7,99990,2,18.0,4,2,2,0,0,5,11.512825459969894,4,2,0,2,2,3,0,2,54.0,5
2,65990,2,12.0,6,2,3,0,0,5,11.097258494377469,6,2,2,1,3,2,1,1,24.0,8
3,79990,2,16.0,1,2,3,0,0,5,11.289656905842868,7,2,2,2,0,2,1,2,48.0,6
6,73990,2,12.0,0,2,2,0,0,5,11.211685227919595,4,2,2,2,1,0,0,1,36.0,6
6,55990,2,12.0,0,2,2,0,0,5,10.932928382342938,4,2,2,2,0,2,0,1,36.0,6
4,97990,2,12.0,5,2,2,1,0,5,11.492620711629865,4,2,0,2,1,4,0,2,36.0,8
8,39990,2,8.0,6,2,2,0,0,5,10.596384701840863,4,2,2,1,2,4,0,0,16.0,4
5,52990,2,12.0,3,2,2,1,0,5,10.877858495486809,4,2,2,2,0,2,0,0,36.0,6
6,28190,2,4.0,3,0,2,0,0,0,10.246722584108158,4,1,1,2,1,1,0,1,12.0,2
4,58500,0,12.0,0,2,0,0,0,5,10.976782033219948,0,2,2,0,0,2,0,2,12.0,6
6,50990,0,8.0,0,2,3,0,0,5,10.839384814049202,6,2,2,0,0,2,1,1,8.0,6
2,26990,3,12.0,3,0,4,0,1,0,10.20322170601205,2,1,1,2,1,0,0,1,36.0,6
6,49990,2,8.0,0,2,2,0,0,5,10.819578264407616,4,1,2,2,0,2,0,1,24.0,6
0,49199,2,12.0,0,2,2,0,0,5,10.803628577070588,4,2,0,2,0,2,0,1,36.0,6
4,159990,2,22.0,5,2,2,0,1,5,11.982866592262758,4,0,0,2,1,4,0,2,66.0,8
4,159990,2,22.0,5,2,2,0,1,5,11.982866592262758,4,0,0,2,1,4,0,2,66.0,8
0,73990,2,12.0,1,2,3,0,0,5,11.211685227919595,7,2,2,2,0,2,1,1,36.0,6
6,43990,2,6.0,4,2,2,1,0,5,10.691717614342766,4,1,2,2,0,2,0,1,18.0,6
8,34990,2,8.0,0,2,2,0,0,5,10.462817585361734,4,2,2,1,1,0,0,0,16.0,6
8,32971,0,12.0,0,2,0,0,0,5,10.403383666209391,0,1,1,0,1,0,0,0,12.0,6
6,145000,2,5.0,3,2,2,1,1,4,11.884489021402713,4,1,0,1,2,0,0,1,10.0,3
4,80640,0,12.0,4,2,0,0,1,5,11.297750083305196,0,1,2,0,0,2,0,2,12.0,6
7,113999,2,22.0,4,2,2,0,0,5,11.643944955408337,4,2,2,2,2,0,0,2,66.0,3
4,151490,2,24.0,1,2,3,0,0,5,11.92827489515237,8,2,2,2,0,2,1,2,72.0,6
6,53990,2,8.0,2,2,2,1,1,5,10.896554123212333,4,1,2,2,1,0,0,1,24.0,6
0,199999,2,22.0,5,2,3,0,0,5,12.206067645517674,8,0,0,2,0,4,1,1,66.0,12
6,45990,2,8.0,0,2,2,0,0,1,10.73617926053397,4,1,2,1,1,1,0,1,16.0,2
6,48900,2,8.0,0,2,2,1,0,5,10.797532675462964,4,1,2,1,0,2,0,1,16.0,6
2,34990,2,8.0,4,0,2,1,0,0,10.462817585361734,4,1,1,2,1,0,0,1,24.0,6
6,45990,2,8.0,0,2,2,1,0,4,10.73617926053397,4,1,2,1,1,0,0,1,16.0,6
0,149900,0,16.0,1,2,3,0,0,5,11.917723684090689,8,2,0,1,0,2,1,1,32.0,6
8,81999,3,12.0,0,2,2,0,0,3,11.31446233105008,5,2,2,2,1,0,0,0,36.0,6
6,62990,2,12.0,0,2,2,1,0,5,11.050731262615974,4,2,2,2,0,2,0,1,36.0,6
6,81400,2,16.0,5,2,2,1,0,5,11.307130551990632,4,2,0,2,1,0,0,1,48.0,6
8,80999,2,20.0,0,2,2,0,1,5,11.302192087899355,4,2,0,2,1,4,0,0,60.0,8
3,34450,0,8.0,4,2,0,0,0,5,10.447264276441803,0,1,2,0,0,2,0,2,8.0,6
6,26490,2,2.0,0,2,2,1,0,5,10.184522582266116,4,1,1,0,1,1,0,1,2.0,2
4,51980,0,16.0,0,2,0,0,0,5,10.85861430819548,0,2,2,0,0,2,0,2,16.0,6
6,67990,2,12.0,0,2,3,0,0,5,11.127115914520504,7,2,2,2,0,2,1,1,36.0,6
3,35500,2,4.0,0,2,2,0,0,3,10.477287975463508,4,1,2,1,0,2,0,2,8.0,6
3,34990,2,4.0,0,2,2,0,0,5,10.462817585361734,4,1,2,1,0,2,0,2,8.0,6
6,67900,2,12.0,0,2,2,0,0,1,11.125791313546788,4,1,2,2,1,0,0,1,36.0,6
6,31500,2,4.0,0,2,2,0,0,5,10.357742824813725,4,1,1,1,0,2,0,1,8.0,6
7,519990,2,32.0,1,2,3,0,0,5,13.161564859603466,7,0,0,2,3,0,1,2,96.0,12
0,50000,2,8.0,0,2,2,0,0,5,10.819778284410283,4,2,0,1,0,2,0,1,16.0,6
6,218990,2,12.0,4,2,2,0,0,5,12.296781345655637,4,2,0,2,1,0,0,1,36.0,6
8,30834,2,8.0,0,2,2,1,0,5,10.336373256220284,4,1,2,2,0,2,0,0,24.0,6
0,43990,2,12.0,0,2,2,0,0,5,10.691717614342766,4,1,2,2,0,2,0,1,36.0,6
8,19299,2,2.0,0,2,2,1,0,5,9.86780856007911,4,1,1,2,1,0,0,0,6.0,6
6,123190,2,16.0,4,2,2,1,1,5,11.72148315795602,4,2,0,2,2,4,0,1,48.0,4
0,46990,2,12.0,0,2,2,0,0,5,10.757690092096862,4,1,2,2,0,2,0,1,36.0,6
8,20035,2,2.0,0,2,2,1,0,5,9.905236023070245,4,1,2,2,0,2,0,0,6.0,6
4,154999,2,12.0,3,2,2,0,1,5,11.95117394426767,4,2,2,2,1,3,0,2,36.0,10
4,79000,2,12.0,0,2,2,0,0,5,11.27720313144916,4,2,2,2,1,1,0,2,36.0,2
0,44990,2,8.0,0,2,2,0,0,5,10.71419552183522,4,1,0,1,0,2,0,1,16.0,6
6,48989,2,12.0,0,2,2,0,0,1,10.79935106209524,4,1,2,2,1,0,0,1,36.0,6
0,59900,2,12.0,4,2,2,1,0,5,11.00043178410354,4,2,2,2,1,0,0,1,36.0,6
3,88990,2,12.0,4,2,2,1,1,5,11.396279282850909,4,1,2,2,1,0,0,2,36.0,6
4,124999,2,20.0,0,2,3,0,0,5,11.73606101625244,7,2,0,2,0,0,1,2,60.0,9
8,72990,2,16.0,0,2,3,0,0,5,11.198077724445678,8,1,2,2,0,2,1,0,48.0,6
6,52400,2,8.0,0,2,3,0,0,5,10.866661870309134,3,2,2,1,0,2,1,1,16.0,6
3,66990,2,12.0,0,2,2,0,0,5,11.112298633502313,4,2,0,2,0,2,0,2,36.0,6
7,184990,2,24.0,1,2,3,0,0,5,12.128057048545434,8,2,0,2,0,0,1,2,72.0,9
6,91190,2,16.0,4,2,2,1,1,5,11.420700520927712,4,2,2,2,1,0,0,1,48.0,6
2,58990,0,12.0,0,2,2,0,0,5,10.98512321699712,4,2,0,0,0,2,0,1,12.0,6
2,62940,0,16.0,0,2,0,1,0,5,11.049937170618398,4,2,2,0,0,2,0,1,16.0,6
6,34821,0,8.0,1,2,0,0,0,5,10.457975932036732,0,1,2,0,0,2,0,1,8.0,6
6,37800,2,4.0,0,2,2,0,0,5,10.54006438160768,4,1,2,1,1,0,0,1,8.0,6
6,32990,2,8.0,0,2,2,0,0,5,10.403959764222629,4,1,1,2,0,2,0,1,24.0,6
2,45890,0,8.0,4,2,0,0,0,5,10.73400250738888,0,2,2,0,1,0,0,1,8.0,6
0,53499,2,8.0,0,2,2,0,0,5,10.887418241120622,4,2,0,1,0,2,0,1,16.0,6
2,76990,0,16.0,0,2,3,0,0,5,11.251430822272097,7,2,2,0,0,2,1,1,16.0,6
0,23990,2,2.0,3,2,2,1,0,0,10.08539235583374,4,1,1,2,1,0,0,1,6.0,6
3,36490,2,4.0,0,2,2,0,0,5,10.504793529430492,4,1,2,1,0,2,0,2,8.0,6
3,47974,2,8.0,4,2,2,0,1,5,10.778414476468976,4,1,1,2,1,0,0,2,24.0,6
8,13990,2,2.0,0,2,2,1,0,5,9.546098067659528,4,1,1,2,1,1,0,0,6.0,2
8,31990,2,12.0,0,2,2,1,0,5,10.373178632943564,4,1,2,2,0,2,0,0,36.0,6
0,65990,2,12.0,1,2,3,0,0,5,11.097258494377469,6,2,2,2,0,2,1,1,36.0,6
4,49980,2,12.0,0,2,2,1,0,5,10.819378204388943,4,1,2,2,0,2,0,2,36.0,6
8,15990,2,2.0,0,2,2,1,0,5,9.679718805828,4,1,1,2,1,1,0,0,6.0,2
0,63990,2,12.0,1,2,3,0,0,5,11.066482100133506,6,1,2,2,0,2,1,1,36.0,6
4,161039,2,24.0,1,2,3,0,0,5,11.989401850657035,8,2,2,2,0,0,1,2,72.0,9
4,89990,0,16.0,5,2,0,0,0,5,11.407453832027992,0,2,0,0,1,4,0,2,16.0,8
4,151990,2,24.0,1,2,3,0,0,5,11.931570008190509,8,2,2,2,3,2,1,2,72.0,8
6,80190,2,16.0,4,2,2,1,0,5,11.292154097801074,4,2,2,2,1,0,0,1,48.0,6
6,51990,0,12.0,0,2,3,0,0,5,10.858806671377762,6,1,2,0,0,2,1,1,12.0,6
6,37990,0,12.0,0,2,0,0,0,5,10.54507824618167,0,1,2,0,0,2,0,1,12.0,6
2,61786,2,12.0,0,2,3,0,0,5,11.031432080565525,6,2,2,1,3,2,1,1,24.0,8
3,58990,2,12.0,4,2,2,0,0,5,10.98512321699712,4,1,2,2,1,0,0,2,36.0,6
6,73990,2,12.0,3,2,2,1,1,5,11.211685227919595,4,2,2,2,1,0,0,1,36.0,6
6,164190,0,16.0,1,2,3,0,0,5,12.008779572806072,8,2,0,0,0,0,1,1,16.0,9
6,106000,2,20.0,5,2,2,1,0,5,11.571194373094205,4,2,2,2,1,0,0,1,60.0,6
6,87774,0,16.0,4,2,3,0,0,5,11.38252060820614,7,2,2,0,0,0,1,1,16.0,9
6,103395,0,16.0,0,2,3,0,0,5,11.546311883987862,7,2,2,0,0,0,1,1,16.0,9
6,39990,0,8.0,4,2,0,0,0,5,10.596384701840863,0,1,2,0,0,2,0,1,8.0,6
6,298990,2,32.0,1,2,3,0,0,5,12.60816540699748,8,0,0,2,0,0,1,1,96.0,9
6,72190,2,12.0,4,2,2,1,0,5,11.187056811133209,4,2,2,2,1,0,0,1,36.0,6
7,449990,2,12.0,1,2,3,0,0,5,13.016980639277364,7,0,0,2,0,0,1,2,36.0,9
6,116190,2,16.0,4,2,0,0,1,5,11.662982061176908,0,2,0,2,1,4,0,1,48.0,8
6,87990,2,12.0,3,2,2,1,1,5,11.384978450639606,4,2,2,2,1,0,0,1,36.0,6
6,32690,2,8.0,0,2,2,0,0,5,10.394824499718256,4,1,1,2,0,2,0,1,24.0,6
0,19990,2,2.0,3,0,2,1,0,0,9.902987427494446,4,1,1,2,2,2,0,1,6.0,2
6,32500,0,8.0,4,2,0,0,0,5,10.388995368317827,0,1,2,0,0,2,0,1,8.0,6
2,86990,0,16.0,1,2,3,0,0,5,11.373548448501586,7,2,0,0,0,2,1,1,16.0,6
0,60999,2,12.0,0,2,3,0,0,5,11.018612749578452,6,2,2,2,0,2,1,1,36.0,6
3,44890,2,8.0,0,2,2,1,0,5,10.711970331775978,4,1,2,1,0,2,0,2,16.0,6
6,39990,0,8.0,4,2,0,0,0,5,10.596384701840863,0,1,2,0,0,2,0,1,8.0,6
2,68990,0,12.0,0,2,0,0,1,5,11.141716845540154,0,2,0,0,1,0,0,1,12.0,6
4,89900,2,8.0,0,2,2,0,0,5,11.406453220459712,4,2,2,1,1,0,0,2,16.0,6
3,89990,2,8.0,0,2,2,0,0,5,11.407453832027992,4,2,2,1,1,0,0,2,16.0,6
6,32990,2,8.0,0,2,2,0,0,5,10.403959764222629,4,1,1,2,0,2,0,1,24.0,6
4,20990,0,2.0,0,2,0,1,0,5,9.951801412814678,4,1,1,0,0,1,0,2,2.0,3
6,26990,0,2.0,4,2,0,0,0,5,10.20322170601205,0,1,2,2,0,1,0,1,6.0,3
6,28990,0,8.0,4,2,0,0,0,5,10.274706221915702,0,1,2,0,1,0,0,1,8.0,6
6,44900,2,12.0,0,2,2,1,0,5,10.712193073730344,4,1,2,2,0,2,0,1,36.0,6
2,89850,2,16.0,1,2,3,0,0,5,11.405896892211706,7,2,2,2,0,2,1,1,48.0,6
7,239990,2,24.0,1,2,3,0,0,5,12.388352534789382,8,0,0,2,0,0,1,2,72.0,9
6,57990,2,12.0,0,2,2,1,0,5,10.968025860870489,4,2,2,2,0,2,0,1,36.0,6
4,64490,2,12.0,0,2,2,1,0,5,11.074265452004424,4,1,2,2,1,1,0,2,36.0,2
6,64990,0,12.0,3,2,0,0,1,5,11.081988690888394,0,2,2,0,1,0,0,1,12.0,6
6,42490,2,6.0,4,2,2,0,0,5,10.657024033108858,4,1,2,2,0,2,0,1,18.0,6
4,124000,2,12.0,1,2,2,0,0,5,11.728036844587177,4,2,0,2,0,2,0,2,36.0,6
6,35232,2,4.0,0,2,2,1,0,5,10.469710039522406,4,1,2,1,0,2,0,1,8.0,6
3,66450,2,12.0,0,2,2,0,0,5,11.104205064141391,4,2,0,2,0,2,0,2,36.0,6
6,47490,2,8.0,0,2,2,0,0,5,10.768274441543168,4,2,2,1,0,2,0,1,16.0,6
0,35499,2,4.0,0,2,2,0,0,5,10.477259806052668,4,2,2,1,0,2,0,1,8.0,6
6,50990,2,8.0,0,2,3,0,0,5,10.839384814049202,3,1,2,1,0,2,1,1,16.0,6
6,86190,0,16.0,3,2,0,0,1,5,11.364309440641446,0,2,0,0,2,0,0,1,16.0,3
6,64990,0,16.0,0,2,0,0,1,5,11.081988690888394,0,2,2,0,1,0,0,1,16.0,6
8,22000,2,4.0,0,2,2,1,0,5,9.998797732340453,4,1,1,1,1,0,0,0,8.0,6
8,89990,2,12.0,4,2,2,0,1,5,11.407453832027992,4,2,1,2,2,2,0,0,36.0,2
6,128990,0,16.0,1,2,3,0,0,5,11.767490160959182,8,2,2,0,0,0,1,1,16.0,9
3,107990,2,12.0,4,2,2,0,1,5,11.589793909226806,4,2,0,2,1,0,0,2,36.0,6
6,114190,0,16.0,1,2,3,0,0,5,11.645619006695696,8,2,2,0,0,2,1,1,16.0,6
6,52940,2,8.0,0,2,3,0,0,5,10.876914475781092,6,1,2,1,0,2,1,1,16.0,6
4,89990,2,12.0,0,2,2,1,1,5,11.407453832027992,4,2,2,2,1,0,0,2,36.0,6
6,67990,2,12.0,0,2,3,0,0,5,11.127115914520504,7,2,2,2,0,2,1,1,36.0,6
6,104900,2,20.0,4,2,2,1,0,5,11.560762794384388,4,2,0,2,0,4,0,1,60.0,12
4,36990,0,8.0,4,2,0,0,0,5,10.5184028848265,0,1,2,0,0,2,0,2,8.0,6
6,69990,0,16.0,0,2,0,0,0,5,11.156107653683586,0,2,2,0,0,2,0,1,16.0,6
6,130990,0,16.0,1,2,3,0,0,5,11.782876263391694,8,2,2,0,0,0,1,1,16.0,9
4,415000,2,12.0,4,2,2,0,1,5,12.936033799212836,4,2,0,2,3,0,0,2,36.0,12
2,26100,2,2.0,0,2,2,1,0,5,10.169690593310785,4,1,2,2,0,1,0,1,6.0,3
8,69990,2,12.0,1,2,2,0,0,5,11.156107653683586,4,2,2,2,2,0,0,0,36.0,3
8,59806,2,12.0,1,2,2,0,0,5,10.99886126935372,4,2,2,2,2,0,0,0,36.0,3
2,60890,0,16.0,0,2,0,1,0,5,11.01682423660262,4,2,0,0,0,2,0,1,16.0,6
0,70990,2,16.0,4,2,2,1,0,5,11.170294301033431,4,2,2,2,1,4,0,1,48.0,8
2,50990,2,12.0,0,2,2,0,0,5,10.839384814049202,4,2,2,2,0,2,0,1,36.0,6
0,75990,2,12.0,1,2,3,0,0,5,11.238357031663831,8,1,2,2,0,2,1,1,36.0,6
4,60299,0,12.0,1,2,3,0,0,5,11.007070798829838,6,1,2,0,0,2,1,2,12.0,6
6,36890,2,4.0,0,2,2,0,0,5,10.51569579059072,4,1,2,1,0,2,0,1,8.0,6
4,49990,2,12.0,0,2,2,0,0,5,10.819578264407616,4,1,2,2,0,1,0,2,36.0,3
6,74490,2,16.0,4,2,2,0,0,5,11.218420167170322,4,2,0,2,0,2,0,1,48.0,6
2,69990,0,12.0,0,2,3,0,0,5,11.156107653683586,7,2,0,0,0,2,1,1,12.0,6
2,73990,0,16.0,0,2,3,0,0,5,11.211685227919595,7,2,0,0,0,2,1,1,16.0,6
2,82990,2,16.0,0,2,3,0,0,5,11.326475397592494,7,2,0,2,0,2,1,1,48.0,6
8,71990,2,12.0,0,2,3,0,0,5,11.184282499463349,8,2,2,2,0,2,1,0,36.0,6
3,38990,2,4.0,0,2,2,0,0,5,10.571060481976644,4,1,2,1,0,2,0,2,8.0,6
0,51990,2,12.0,0,2,3,0,0,5,10.858806671377762,6,1,2,2,0,2,1,1,36.0,6
3,57490,2,12.0,0,2,2,1,0,5,10.959366298617336,4,1,0,2,0,2,0,2,36.0,6
6,399999,2,32.0,1,2,3,0,0,5,12.899217326086994,8,0,0,2,0,4,1,1,96.0,12
2,90990,2,20.0,1,2,3,0,0,5,11.418504889350736,7,2,0,2,0,2,1,1,60.0,6
2,25751,2,2.0,3,2,2,1,1,0,10.15622874028928,4,1,1,2,1,0,0,1,6.0,6
2,14990,2,2.0,3,2,2,1,0,0,9.615138591096644,4,1,1,2,1,0,0,1,6.0,6
2,15990,2,2.0,3,2,2,1,0,0,9.679718805828,4,1,1,2,0,2,0,1,6.0,6
2,22500,2,2.0,3,2,2,1,0,0,10.021270588192513,4,1,1,2,0,2,0,1,6.0,6
2,40739,2,8.0,0,2,2,1,0,5,10.614941143578706,4,1,2,2,0,2,0,1,24.0,6
6,26490,2,2.0,0,2,2,1,0,5,10.184522582266116,4,1,1,0,0,1,0,1,2.0,3
8,130000,2,16.0,1,2,3,0,0,5,11.77528972943772,8,2,2,2,0,2,1,0,48.0,6
8,86990,2,16.0,1,2,3,0,0,5,11.373548448501586,8,1,2,2,0,2,1,0,48.0,6
6,59190,2,8.0,3,2,2,1,1,5,10.98850788768477,4,1,2,2,1,0,0,1,24.0,6
6,62190,2,12.0,4,2,2,0,0,5,11.037949494097935,4,2,2,2,0,2,0,1,36.0,6
6,69190,0,16.0,0,2,0,1,0,5,11.144611622492857,4,2,2,0,1,0,0,1,16.0,6
0,179990,2,32.0,1,2,3,0,0,5,12.100656572773524,8,2,0,2,0,2,1,1,96.0,6
6,61190,0,16.0,0,2,0,1,0,5,11.021739056456584,4,2,2,0,1,0,0,1,16.0,6
2,92990,2,16.0,0,2,3,0,0,5,11.440247239472242,8,2,2,2,0,2,1,1,48.0,6
6,42990,0,8.0,4,2,0,0,0,5,10.668722809490328,0,1,2,0,0,2,0,1,8.0,6
6,43400,2,12.0,0,2,2,1,0,1,10.678214720088496,4,1,2,2,0,2,0,1,36.0,6
2,67990,2,12.0,0,2,3,0,0,5,11.127115914520504,7,2,2,2,0,2,1,1,36.0,6
2,67990,2,12.0,0,2,3,0,0,5,11.127115914520504,7,2,2,2,0,2,1,1,36.0,6
2,69990,2,12.0,0,2,3,0,0,5,11.156107653683586,6,2,2,2,1,0,1,1,36.0,6
2,76990,2,12.0,0,2,3,0,0,5,11.251430822272097,8,2,2,2,0,2,1,1,36.0,6
7,62990,2,12.0,0,2,3,0,0,5,11.050731262615974,7,2,2,1,0,2,1,2,24.0,6
7,85990,2,16.0,1,2,3,0,0,5,11.361986289404944,7,2,2,2,0,2,1,2,48.0,6
0,34990,0,12.0,0,2,0,0,0,5,10.462817585361734,0,2,2,0,1,1,0,1,12.0,2
2,35990,2,8.0,0,2,2,1,0,5,10.490996401073076,4,1,2,2,0,2,0,1,24.0,6
2,68800,0,12.0,0,2,3,0,0,5,11.138959023921435,7,2,2,0,0,2,1,1,12.0,6
6,46990,2,8.0,0,2,2,0,0,1,10.757690092096862,4,1,2,1,1,1,0,1,16.0,2
3,36990,2,4.0,0,2,2,0,0,5,10.5184028848265,4,1,2,1,0,2,0,2,8.0,6
2,52990,2,12.0,0,2,3,0,0,5,10.877858495486809,6,2,2,1,0,2,1,1,24.0,6
6,48990,0,16.0,0,2,0,0,0,5,10.79937147463262,0,2,2,0,0,2,0,1,16.0,6
4,153490,2,24.0,1,2,3,0,0,5,11.941390697307456,8,2,2,2,0,2,1,2,72.0,6
6,58850,2,8.0,0,2,3,0,0,5,10.982747112688422,3,1,2,1,0,2,1,1,16.0,6
2,57400,0,12.0,0,2,3,0,0,5,10.957799582307658,3,2,2,0,0,2,1,1,12.0,6
4,34000,0,4.0,0,2,0,0,0,5,10.4341158035983,0,1,2,0,0,2,0,2,4.0,6
2,35990,0,8.0,4,2,0,0,0,5,10.490996401073076,0,1,2,0,1,0,0,1,8.0,6
8,23990,2,8.0,2,2,2,0,0,5,10.08539235583374,4,1,1,1,0,2,0,0,16.0,6
